,Year,State,TMAX_AVG,Population,meat_consumption,co2_emission,petroleum_emission,natural_gas_emission,electricity_emission,coal_emission,coal_consumption,natural_gas_consumption,petroleum_consumption
203,1994,AZ,240.35549792931488,4147561.0,479248.0,71.4,26.0,7.4,38.3,38.2,12648159.333333334,10648964.0,128306.5
204,1994,CA,210.20139263791785,31317179.0,1468824.0,353.9,223.2,123.7,49.5,8.0,753656.0,283666238.0,2319267.6666666665
205,1994,CO,144.17784367928766,3653910.0,2412907.0,72.2,23.4,14.8,33.4,34.1,11141590.0,6806779.333333333,14045.0
206,1994,CT,151.25222200701103,3268346.0,13686.0,37.4,26.7,7.1,7.4,3.7,963509.3333333334,5936188.0,2003182.0
207,1994,DE,189.95936073021917,708416.0,10750.0,17.0,8.9,2.7,7.2,5.5,1397379.3333333333,11614096.0,2296186.0
208,1994,FL,281.13336948602733,13961798.0,348328.0,201.7,117.2,22.0,97.7,63.0,12984400.0,74922727.0,18108424.333333332
209,1994,GA,235.06842079402716,7045900.0,430987.0,142.4,59.1,18.6,60.7,65.1,18491004.666666668,2630848.4,863053.2
210,1994,HI,263.8510197372603,1173903.0,24851.0,20.2,18.7,0.1,7.5,1.5,397620.6666666667,0.0,6466551.5
211,1994,IA,147.28467425972596,2829422.0,4401595.0,68.5,22.3,13.2,28.1,33.1,6866798.8,1970540.3333333333,99208.4
212,1994,ID,138.90265522249854,1135459.0,678236.0,12.5,8.5,3.1,0.0,0.9,23970.0,1032374.0,88.0
213,1994,IL,168.50986778292332,11804986.0,1651916.0,202.9,69.9,55.4,66.8,78.2,16742863.5,14601919.666666666,1067512.8
214,1994,IN,166.16346149294804,5745626.0,988657.0,201.4,51.4,27.8,101.6,122.8,25518821.0,8496579.0,398044.0
215,1994,KS,199.74938931548215,2569118.0,4560819.0,71.1,20.7,22.0,29.7,28.6,16988899.0,15247672.5,126571.33333333333
216,1994,KY,198.34149035737,3823215.0,782470.0,129.6,33.3,11.7,76.7,85.0,34563779.0,350290.0,317180.0
217,1994,LA,247.03788469452053,4306500.0,166022.0,222.9,114.2,87.4,38.8,21.9,9001061.333333334,151188733.2,1687226.8
218,1994,MA,151.53900101064374,6031352.0,12589.0,81.1,51.5,20.2,22.7,9.7,1941995.0,33274916.333333332,5472397.666666667
219,1994,MD,184.7574793322164,4985411.0,82057.0,70.1,34.6,10.2,28.4,25.5,6548077.333333333,7455369.5,3169372.0
220,1994,ME,112.79291252856986,1237687.0,26684.0,20.2,18.3,0.3,1.2,1.7,221219.33333333334,88012.0,1072527.3333333333
221,1994,MI,127.01913976879447,9584481.0,495246.0,185.1,60.5,49.3,70.8,75.9,12856064.0,35293827.666666664,662607.6
222,1994,MN,113.1461708486466,4566028.0,1712187.0,85.6,37.0,17.3,29.6,31.6,12035850.666666666,3272067.2,558774.0
223,1994,MO,187.94719119276442,5281206.0,1459356.0,107.4,42.3,14.2,49.5,51.2,13259458.5,2345335.0,755397.5
224,1994,MS,234.65524923009602,2663450.0,261538.0,50.2,27.0,14.1,14.0,9.2,2678852.6666666665,36180922.4,1182878.0
225,1994,MT,127.85725870564367,854923.0,783941.0,29.9,8.8,2.8,17.4,18.4,7187010.0,510196.6666666667,22892.0
226,1994,NC,208.7414370640658,7060959.0,1149939.0,121.6,51.7,10.3,54.0,60.0,7567880.0,972787.0,386799.2
227,1994,ND,109.78367878183295,639762.0,471371.0,47.7,7.3,2.4,29.2,38.2,15533625.333333334,2208.0,92330.66666666667
228,1994,NE,169.64228701831522,1621551.0,5139763.0,35.8,14.0,6.6,14.7,15.2,5930974.666666667,2041445.3333333333,45293.0
229,1994,NH,129.45865618646582,1133054.0,8301.0,14.9,10.7,1.1,4.5,3.2,1278667.0,1276588.0,851297.0
230,1994,NJ,171.88346689040006,7918796.0,13725.0,121.8,78.2,37.8,15.5,6.2,1513338.0,50653837.0,1467651.3333333333
231,1994,NM,206.53406999936712,1653329.0,700517.0,52.0,14.0,11.7,28.0,26.4,15297362.0,14383233.2,34569.333333333336
232,1994,NV,177.14026042320816,1456388.0,134706.0,36.1,13.5,5.5,19.8,17.1,7772004.0,25928557.5,193254.66666666666
233,1994,NY,135.46166015053427,18156652.0,223772.0,190.7,103.3,58.0,48.1,30.0,3804800.8,102409265.0,6891174.333333333
234,1994,OH,162.16259808325484,11111451.0,558157.0,247.9,71.1,46.2,114.3,131.4,20065457.6,1906212.0,487772.0
235,1994,OK,226.1293687360001,3246119.0,2090265.0,93.1,30.2,31.5,38.9,31.7,9168949.0,66069657.2,49684.666666666664
236,1994,OR,154.90924913958625,3087142.0,369189.0,36.4,24.2,8.1,5.4,4.2,1568074.0,10974540.0,10839.333333333334
237,1994,PA,157.55598612892598,12042545.0,616520.0,264.1,89.9,39.1,103.9,135.9,15144789.333333334,12764788.0,3773803.0
238,1994,RI,151.98949771695618,993412.0,1515.0,12.8,6.9,5.9,2.1,0.0,0.0,12854554.666666666,78189.33333333333
239,1994,SC,232.68150760335337,3666456.0,169738.0,65.4,26.3,7.9,26.0,31.4,7307618.666666667,1890644.0,242682.5
240,1994,SD,140.74582118754526,723038.0,1382739.0,12.9,7.4,1.7,3.2,3.9,2570135.0,158745.0,50170.0
241,1994,TN,202.9587779937699,5163016.0,488057.0,110.4,38.2,13.4,49.4,59.1,10898248.5,1628966.0,365821.3333333333
242,1994,TX,255.3816003602191,18338319.0,5985167.0,627.0,291.2,205.7,190.8,131.9,60604597.333333336,548047533.6,1612126.4
243,1994,UT,156.96666416192332,1930436.0,303688.0,57.3,13.6,7.7,32.1,36.1,7331511.0,4694919.5,23501.6
244,1994,VA,194.7395022386904,6536771.0,375225.0,100.2,51.5,13.8,29.6,35.2,5305845.5,13576417.0,1548626.6666666667
245,1994,VT,116.77365707184117,578900.0,48933.0,6.0,5.6,0.4,0.0,0.0,0.0,166477.0,16148.666666666666
246,1994,WA,144.15517785729313,5334896.0,700001.0,74.5,50.7,13.9,11.9,10.1,3023055.0,16610976.4,49822.0
247,1994,WI,121.60757360771224,5095504.0,890180.0,93.1,34.0,19.1,36.1,40.3,8075256.0,3045772.8,301184.8
248,1994,WV,173.13930621985216,1818490.0,97970.0,105.6,13.3,8.2,73.9,84.4,12825863.2,685411.2,306598.6666666667
249,1994,WY,123.97070225557252,474982.0,623937.0,59.9,7.6,5.9,42.4,46.6,17022978.666666668,2783623.3333333335,63416.666666666664
250,1995,AK,48.21224778427946,601345.0,1389.0,40.7,16.7,22.9,2.4,1.2,333014.6666666667,25654894.0,531261.0
251,1995,AL,236.40108889884942,4262731.0,351975.0,131.0,35.3,17.6,65.6,78.5,14530619.5,7182790.0,206634.0
252,1995,AR,223.49562554081643,2480121.0,470117.0,57.6,20.8,14.4,23.6,22.6,8827218.0,21480259.5,69653.0
253,1995,AZ,239.53255118972626,4306908.0,467841.0,66.3,27.2,6.7,32.6,32.6,10787440.666666666,9095499.6,74272.0
254,1995,CA,210.5267422550135,31493525.0,1262481.0,342.8,224.1,111.7,37.1,8.0,883358.6666666666,215199986.0,1826336.0
255,1995,CO,134.9146532561041,3738061.0,2292119.0,72.3,24.1,15.6,32.5,32.7,10883864.0,7676811.333333333,16399.0
256,1995,CT,150.73996499956442,3265293.0,13114.0,36.7,25.2,7.7,8.2,3.9,772037.5,9755912.666666666,2004949.3333333333
257,1995,DE,188.56689497624657,718265.0,7307.0,16.0,7.8,3.3,6.7,5.0,1267273.3333333333,18030296.666666668,1419002.0
258,1995,FL,276.45612621205464,14185403.0,299558.0,206.9,111.6,30.6,99.5,65.3,13390921.0,127594677.33333333,12132664.333333334
259,1995,GA,236.2300308076166,7188538.0,413235.0,150.7,62.1,20.3,64.8,68.8,19825345.333333332,8669980.5,679247.6
260,1995,HI,267.2987318093153,1180490.0,22206.0,20.2,18.2,0.1,7.7,1.9,458999.3333333333,0.0,6517491.5
261,1995,IA,141.77328157130424,2840860.0,4324561.0,72.0,23.0,13.9,30.0,35.4,7360982.0,3010326.0,65958.0
262,1995,ID,128.2353325397205,1165000.0,663446.0,13.3,9.0,3.5,0.0,0.8,20890.0,1040558.6666666666,683.3333333333334
263,1995,IL,165.74097507200565,11884935.0,1508438.0,207.1,71.0,58.2,67.5,78.4,17151073.5,16285454.0,1001211.5
264,1995,IN,165.0848818965315,5791819.0,998604.0,206.8,51.4,28.6,103.3,127.4,26275582.5,7989358.5,326743.5
265,1995,KS,192.19814876340823,2586942.0,4328726.0,68.6,21.7,19.5,28.7,27.5,16345448.0,14839653.5,117976.66666666667
266,1995,KY,197.44995525647116,3855248.0,669653.0,135.1,34.3,12.9,79.3,88.2,35706943.0,866395.0,282301.0
267,1995,LA,253.3791171169864,4327978.0,129111.0,223.0,111.0,92.0,39.7,20.6,8632086.666666666,175834784.4,1194220.0
268,1995,MA,151.1638784045041,6062335.0,10560.0,78.4,47.9,20.7,21.7,10.0,2038891.0,43477037.0,3450598.3333333335
269,1995,MD,183.63501018524641,5023650.0,77605.0,69.6,31.7,10.5,27.5,27.5,6821819.333333333,7744646.4,1175039.2
270,1995,ME,116.07006016061912,1237438.0,18155.0,18.9,17.6,0.3,1.3,1.0,157134.0,69024.66666666667,1209149.6666666667
271,1995,MI,124.2874302096574,9659871.0,469438.0,188.0,61.3,52.6,70.1,74.7,12838850.4,42890254.0,720633.2
272,1995,MN,107.47694245731232,4605445.0,1748576.0,88.4,37.6,18.9,30.1,32.1,12023074.0,4738541.6,368550.8
273,1995,MO,185.22482273845475,5324610.0,1301609.0,114.7,43.8,14.8,55.1,56.4,15284571.0,6503961.0,715868.0
274,1995,MS,239.29446114098607,2690788.0,191942.0,51.6,26.2,15.6,15.3,9.9,2896007.3333333335,47684058.0,48850.0
275,1995,MT,115.21177866068207,868522.0,729594.0,29.6,9.8,3.1,16.4,16.7,6427170.0,417522.6666666667,189739.6
276,1995,NC,204.3092195869506,7185403.0,1426632.0,128.0,54.2,11.2,57.2,63.0,7959650.0,2694399.3333333335,362463.0
277,1995,ND,103.59466634366026,641548.0,417057.0,47.7,7.4,2.5,28.4,38.0,15154762.0,5135.333333333333,76757.33333333333
278,1995,NE,163.28184785809583,1635142.0,4881726.0,38.3,14.3,7.1,16.6,17.1,6707916.0,2039903.3333333333,61342.0
279,1995,NH,130.69519568401373,1145604.0,6804.0,15.0,10.6,1.1,4.4,3.4,1346202.0,2247787.0,637122.3333333334
280,1995,NJ,171.35920764541646,7965523.0,11594.0,121.3,75.9,38.2,17.1,7.6,1909891.3333333333,52547516.666666664,990065.0
281,1995,NM,204.50914167445754,1682417.0,585215.0,50.6,13.0,11.6,27.7,26.2,15137013.0,14346808.0,34822.666666666664
282,1995,NV,174.1338839858055,1525777.0,108827.0,35.2,14.0,5.9,18.3,15.4,7084260.0,23591714.8,35946.0
283,1995,NY,139.92005354973418,18150928.0,160853.0,196.3,99.3,68.6,51.8,28.9,3630382.4,148596127.0,4733259.0
284,1995,OH,158.52159477855892,11155493.0,550099.0,250.3,71.2,48.9,115.4,131.0,25007880.0,4533241.0,356322.0
285,1995,OK,223.76910599576985,3265547.0,1919702.0,94.1,28.1,31.1,40.9,35.2,9779133.5,66541112.8,109478.0
286,1995,OR,147.7677436780165,3141421.0,344320.0,33.8,23.9,8.0,2.7,1.9,665596.6666666666,7299481.666666667,6378.5
287,1995,PA,157.45226081781644,12044780.0,521164.0,266.6,86.7,40.2,107.0,140.3,15782897.666666666,16307168.0,2520773.6666666665
288,1995,RI,154.26027397260273,989203.0,1168.0,12.0,6.6,5.5,2.0,0.0,0.0,12122870.0,67099.6
289,1995,SC,231.14702962947968,3699943.0,155706.0,64.4,26.5,8.2,25.1,29.9,6910479.333333333,4266556.5,272545.5
290,1995,SD,133.78703376266023,728251.0,1433556.0,12.7,7.3,1.8,3.0,3.6,2137324.0,931161.0,47759.0
291,1995,TN,203.01441480903281,5241168.0,433227.0,117.2,40.0,14.0,54.5,63.6,11972174.5,2644276.0,308233.3333333333
292,1995,TX,254.84570271671205,18679706.0,6404449.0,631.5,289.7,213.8,191.2,129.7,60559089.333333336,558186385.2,1309964.4
293,1995,UT,151.70184648517,1976774.0,290893.0,57.6,14.7,8.8,30.2,34.3,6851744.0,4595370.5,26485.2
294,1995,VA,190.33424475838092,6601392.0,314011.0,102.5,51.2,15.0,30.8,36.5,5694162.0,15435444.0,867882.6666666666
295,1995,VT,121.82573252140544,582827.0,42516.0,5.9,5.6,0.4,0.0,0.0,0.0,138297.0,25852.666666666668
296,1995,WA,136.21656342345472,5431024.0,652770.0,72.7,52.3,14.0,8.4,6.6,1945899.0,17769709.2,99217.2
297,1995,WI,117.69585307303281,5137004.0,800558.0,96.0,34.0,20.4,37.9,42.0,8619379.6,5348802.8,323122.0
298,1995,WV,170.20942380669882,1820560.0,80557.0,104.1,13.3,8.3,73.6,82.7,12750698.0,861856.0,244737.33333333334
299,1995,WY,110.54755774933703,478447.0,550238.0,57.7,8.4,5.5,39.8,44.0,16000604.666666666,2175896.6666666665,88586.0
300,1996,AK,33.13597577787981,604918.0,1410.0,41.7,17.2,23.5,2.5,1.1,291066.6666666667,26870161.333333332,697603.0
301,1996,AL,231.02781637426492,4290403.0,335757.0,136.9,35.1,17.8,70.9,84.4,15772588.5,10836709.2,349594.5
302,1996,AR,216.10689856335532,2504858.0,418671.0,60.2,21.1,14.6,25.9,24.7,9662262.0,21064988.5,104159.5
303,1996,AZ,243.75468479404404,4432308.0,428613.0,68.1,29.1,6.6,32.6,32.6,10831846.666666666,9171321.6,66316.5
304,1996,CA,214.49990428371572,31780829.0,1158997.0,341.4,227.9,106.8,32.8,7.6,736972.6666666666,191937189.66666666,2343192.3333333335
305,1996,CO,138.9768662166037,3812716.0,2364862.0,75.1,24.9,17.1,34.1,33.3,11296499.333333334,8666990.333333334,21904.8
306,1996,CT,143.06249180235784,3267030.0,11785.0,39.4,28.3,7.4,9.4,3.9,793814.0,6342752.666666667,3149882.3333333335
307,1996,DE,180.28551912568307,727090.0,10735.0,16.6,8.9,3.0,6.7,4.8,1237980.0,15617325.333333334,1816547.3333333333
308,1996,FL,272.9253816303279,14426911.0,234454.0,212.4,112.5,29.6,104.4,70.9,14575913.0,116983368.0,12729241.0
309,1996,GA,232.17290558311743,7332225.0,359931.0,154.9,65.8,20.8,64.6,68.7,19744936.0,6121267.5,810605.2
310,1996,HI,266.3905541464481,1184434.0,19988.0,19.2,17.2,0.1,8.0,1.9,494684.0,0.0,5380591.6
311,1996,IA,130.99028496610933,2848473.0,4448518.0,73.9,23.2,14.5,30.0,36.4,7415203.6,3209970.5,73164.8
312,1996,ID,127.21984079182509,1187706.0,604474.0,13.9,9.6,3.7,0.0,0.7,24915.0,863910.0,1434.0
313,1996,IL,155.42653410281721,11953003.0,1597919.0,220.7,73.7,60.4,75.2,87.2,19504623.5,11844281.333333334,1024909.0
314,1996,IN,153.7623337157596,5834908.0,1015517.0,211.2,51.0,30.6,104.9,130.2,26722501.0,7663761.5,558682.0
315,1996,KS,187.7522584124371,2598266.0,4308052.0,74.1,23.0,19.1,33.0,32.2,18852478.0,11910713.0,221488.0
316,1996,KY,187.55376327442067,3881051.0,637259.0,136.3,33.2,13.1,81.6,90.4,37071254.0,1835729.0,308193.0
317,1996,LA,248.1467342641554,4338763.0,116236.0,228.1,119.9,89.4,35.4,19.5,8324172.0,148562958.4,1341536.8
318,1996,MA,145.23486217277872,6085393.0,9980.0,79.1,48.0,20.5,21.1,10.8,2215393.5,35060015.333333336,3427366.3333333335
319,1996,MD,173.81710720746446,5057142.0,61577.0,71.7,33.4,10.7,28.0,27.8,7095913.333333333,4890740.0,1227033.6
320,1996,ME,110.43482505871312,1241436.0,14535.0,19.4,18.2,0.3,1.1,0.9,146540.66666666666,33385.333333333336,979241.0
321,1996,MI,114.7595293157869,9739184.0,459383.0,193.3,63.3,55.0,72.1,75.6,13255012.8,45270679.333333336,734675.6
322,1996,MN,94.35123027758199,4647723.0,1999763.0,93.2,39.9,19.8,30.6,33.7,12113691.333333334,4514892.5,485686.8
323,1996,MO,176.21871779450288,5367888.0,1344570.0,120.9,45.5,15.7,57.5,60.0,16591414.0,2776896.5,139697.5
324,1996,MS,234.21145073268846,2709925.0,190292.0,54.4,27.7,14.7,17.1,12.1,3719347.3333333335,36756238.0,1221932.0
325,1996,MT,104.36429422812292,876656.0,722467.0,26.7,10.3,3.3,13.7,13.2,5383234.0,471568.0,265100.8
326,1996,NC,200.2283658313822,7307658.0,1920261.0,139.9,57.9,11.7,65.2,70.7,9143593.0,1771941.3333333333,422272.0
327,1996,ND,87.45014692536338,642858.0,365767.0,48.5,7.6,2.7,29.7,38.3,15787783.333333334,5363.333333333333,132032.66666666666
328,1996,NE,151.989597595582,1647657.0,5007373.0,39.5,15.5,7.1,16.6,17.0,6737073.333333333,1560424.6666666667,47035.0
329,1996,NH,125.57148351574317,1160768.0,6803.0,15.2,10.8,1.0,4.2,3.4,1368948.0,13596.0,530374.6666666666
330,1996,NJ,163.93208463594272,8009624.0,9856.0,120.4,74.1,38.4,15.9,8.2,2119315.3333333335,46193755.666666664,713405.0
331,1996,NM,206.5961103213936,1706151.0,621799.0,52.2,13.4,12.4,28.3,26.5,15215202.0,15658486.8,34268.666666666664
332,1996,NV,179.22302922023215,1596476.0,87295.0,37.9,15.2,6.7,19.7,16.1,7424019.0,27362477.2,121588.66666666667
333,1996,NY,132.2149486542268,18143805.0,112698.0,198.8,104.7,65.2,47.4,29.5,3698037.2,109746052.66666667,5552333.333333333
334,1996,OH,152.32370650978405,11187032.0,706820.0,262.7,74.8,51.2,123.0,137.4,26917913.5,2066992.8,332967.0
335,1996,OK,222.31554700743973,3289634.0,1735406.0,96.6,30.3,31.1,41.8,35.5,10347932.0,59343111.6,160686.0
336,1996,OR,148.33536765610648,3195087.0,329442.0,35.9,24.1,10.0,3.2,1.9,704552.0,10242696.666666666,6939.5
337,1996,PA,150.77233543653273,12038008.0,530492.0,272.4,86.5,40.7,112.0,146.0,16520810.0,9972850.666666666,2439367.6666666665
338,1996,RI,144.40664845153822,987858.0,2178.0,13.4,6.7,6.7,3.4,0.0,0.0,20877539.666666668,88688.0
339,1996,SC,227.42496619133323,3738974.0,148651.0,68.4,27.0,8.1,28.9,33.5,8095478.0,1621915.0,348998.0
340,1996,SD,118.66942721725403,730699.0,1328930.0,12.7,7.6,2.0,2.6,3.2,1452893.0,724643.0,32848.0
341,1996,TN,195.0654437365465,5313576.0,417238.0,117.9,41.2,15.3,53.1,61.8,11774752.0,1429993.5,232005.0
342,1996,TX,258.68234912774875,19006240.0,5403265.0,677.4,312.1,226.1,201.8,141.2,64451062.0,556426646.8,1532527.6
343,1996,UT,154.99617336477866,2022253.0,286081.0,58.4,15.6,8.9,30.5,34.1,6985478.5,2174203.5,37272.0
344,1996,VA,180.95098218556302,6665491.0,308553.0,107.0,52.4,14.3,33.6,40.6,5231928.0,11149394.0,693279.6666666666
345,1996,VT,116.09605454753283,586352.0,31284.0,6.2,5.9,0.4,0.0,0.0,0.0,24151.0,8690.5
346,1996,WA,126.43442928532507,5509963.0,613132.0,75.6,52.1,15.0,10.7,8.6,2764608.0,17447538.4,145149.6
347,1996,WI,106.24003838038803,5173828.0,753059.0,100.2,35.7,21.6,39.7,43.2,9137333.2,3649634.3333333335,313644.8
348,1996,WV,162.99754230169395,1818983.0,58611.0,106.7,11.6,8.7,78.8,86.7,13598951.2,780916.4,265920.6666666667
349,1996,WY,110.00110675340427,480085.0,493486.0,59.1,8.5,5.7,40.7,45.0,16379657.333333334,2615302.6666666665,76519.33333333333
350,1997,AK,51.48535344432877,608846.0,1962.0,41.6,18.2,22.5,2.7,1.1,293508.6666666667,28643332.666666668,793811.0
351,1997,AL,229.9977935155617,4320281.0,403416.0,133.5,34.1,17.8,69.1,82.2,15566558.5,10859875.2,249828.0
352,1997,AR,216.43152692756152,2524007.0,536477.0,59.0,21.9,14.0,24.2,23.5,9198124.666666666,16579750.5,69074.0
353,1997,AZ,232.115873888137,4552207.0,497154.0,71.0,29.0,7.3,35.3,35.2,11807438.666666666,10780705.6,61547.5
354,1997,CA,212.06354183095877,32217708.0,1383972.0,343.1,221.2,115.7,35.8,7.8,686862.0,213029233.33333334,1744440.3333333333
355,1997,CO,133.3822758805234,3891293.0,2494411.0,75.1,24.2,16.8,34.3,34.4,11476352.666666666,8899451.666666666,15781.2
356,1997,CT,145.28936109760542,3268514.0,11502.0,42.3,30.4,7.9,12.5,4.3,862513.5,8598620.333333334,4732810.0
357,1997,DE,190.82671232958904,735024.0,12473.0,15.2,8.1,2.5,5.8,4.6,1141355.3333333333,10765253.333333334,1440358.6666666667
358,1997,FL,279.0355359306848,14683350.0,332885.0,217.0,117.8,28.9,108.3,71.4,14686037.5,117196549.0,14411090.333333334
359,1997,GA,231.87818235180816,7486094.0,462762.0,155.5,63.1,20.2,69.2,73.0,15545292.0,8054539.2,643128.0
360,1997,HI,263.25344587315067,1189322.0,19454.0,18.6,16.6,0.1,8.0,1.9,502968.6666666667,0.0,5290748.8
361,1997,IA,141.14428972554518,2854396.0,4751130.0,73.1,22.7,13.6,30.5,37.2,7542316.4,3785643.0,90937.6
362,1997,ID,127.01067340268492,1210638.0,691624.0,13.7,9.4,3.7,0.1,0.6,23848.0,1541972.5,12979.333333333334
363,1997,IL,158.87671462283575,12011509.0,1527118.0,223.5,73.9,58.2,80.2,92.4,21008541.5,17430338.666666668,593523.5
364,1997,IN,154.98369372324385,5872370.0,1077352.0,214.8,51.3,29.7,109.6,134.9,27724468.0,6933358.5,752630.0
365,1997,KS,188.12821028318075,2616339.0,4712541.0,70.9,23.8,17.9,30.7,29.6,17533732.0,13281042.0,127571.0
366,1997,KY,188.01754110551497,3907816.0,788333.0,140.4,35.7,12.6,84.5,92.8,38280801.0,2193856.0,265711.0
367,1997,LA,245.7248566423286,4351390.0,151426.0,235.4,116.7,98.4,39.2,21.5,9217958.666666666,164527170.8,1722932.4
368,1997,MA,146.96378374546566,6115476.0,9172.0,85.0,51.9,21.8,26.6,11.7,3224731.3333333335,39967955.333333336,5959721.0
369,1997,MD,183.16969085913965,5092914.0,80131.0,71.9,33.1,11.6,28.0,27.5,7002772.0,6190228.4,1266094.4
370,1997,ME,108.0606221310986,1245215.0,18989.0,19.6,18.5,0.3,1.8,0.8,182300.0,22179.0,1454498.6666666667
371,1997,MI,119.88618979163564,9785450.0,450206.0,190.2,63.5,53.5,72.0,74.1,13140776.4,46603066.0,637099.2
372,1997,MN,109.7696018530028,4687726.0,2086183.0,90.6,39.5,19.1,30.8,32.5,12290795.333333334,3652973.6,512787.6666666667
373,1997,MO,178.63877408458347,5407113.0,1670072.0,124.3,46.1,15.1,60.7,63.7,17663862.5,3891383.5,160980.5
374,1997,MS,231.07617449632852,2731826.0,251219.0,55.1,28.9,14.0,18.0,12.6,4037406.6666666665,33228172.8,2738970.6666666665
375,1997,MT,117.50818717045203,878706.0,894784.0,28.7,10.2,3.3,15.9,15.5,6309790.0,448693.3333333333,265629.2
376,1997,NC,204.7181284642054,7428672.0,2272415.0,142.0,58.1,11.8,67.8,72.8,9648190.666666666,2722509.0,407331.6666666667
377,1997,ND,114.86491936194523,640945.0,444625.0,47.1,7.5,3.1,28.4,36.6,15206267.333333334,3885.3333333333335,114605.33333333333
378,1997,NE,164.44086363953153,1656042.0,5221057.0,40.7,15.5,7.0,17.8,18.4,7210953.333333333,1091112.0,71505.0
379,1997,NH,124.99371041293142,1173239.0,6533.0,16.5,11.2,1.1,5.2,4.2,1699171.0,432388.6666666667,644306.6666666666
380,1997,NJ,171.96500532891503,8054178.0,10161.0,121.7,73.5,39.3,17.2,9.5,2456827.3333333335,46805486.666666664,403187.0
381,1997,NM,192.1131277594328,1722939.0,795561.0,55.3,14.3,13.9,29.4,27.4,15801931.0,17729292.0,30150.0
382,1997,NV,172.31646515643567,1675581.0,117796.0,37.7,14.9,7.2,19.6,15.8,7261086.0,29249169.6,47035.333333333336
383,1997,NY,134.12036000129868,18143184.0,125245.0,202.8,101.1,71.9,52.9,30.8,3885340.8,138005663.0,4912630.333333333
384,1997,OH,155.36931428395056,11212498.0,704981.0,257.6,75.7,49.6,120.0,133.6,26548699.5,2365128.0,308498.0
385,1997,OK,215.93551356663014,3314259.0,2412240.0,97.7,30.6,30.4,42.8,37.3,10726702.0,56178883.2,33319.333333333336
386,1997,OR,148.50540901586308,3243254.0,450233.0,35.5,23.8,10.3,2.7,1.6,558808.0,9532450.333333334,15156.5
387,1997,PA,153.3239102571535,12015888.0,553040.0,273.0,87.4,38.6,113.4,148.4,16910063.666666668,8042271.666666667,1794933.3333333333
388,1997,RI,149.96826484020826,986966.0,1497.0,13.5,7.2,6.4,3.4,0.0,0.0,20567194.666666668,72918.33333333333
389,1997,SC,228.3747809524111,3790066.0,170745.0,70.7,28.3,8.4,29.9,34.3,8221046.0,1965216.0,377494.0
390,1997,SD,135.50823184858083,730855.0,1495238.0,13.1,7.2,1.9,3.5,4.1,2004932.0,1730834.0,23078.0
391,1997,TN,196.49448746197265,5378433.0,485356.0,121.1,41.6,15.4,56.0,64.6,12484496.5,2090470.0,190351.5
392,1997,TX,244.97510190327387,19355427.0,6047192.0,700.6,335.2,224.1,206.3,144.7,65950498.0,477503906.0,1227668.0
393,1997,UT,146.82126887771503,2065397.0,384376.0,60.4,16.0,9.1,31.5,35.6,7329228.0,2142641.5,31010.8
394,1997,VA,187.55852959328774,6732878.0,427049.0,109.0,54.7,13.7,34.9,41.0,5456910.8,5767236.0,1281723.6666666667
395,1997,VT,113.76037895968776,588665.0,36064.0,6.4,5.8,0.4,0.0,0.3,0.0,35629.0,18696.5
396,1997,WA,132.3351278344767,5604105.0,662868.0,74.7,53.3,14.2,9.0,7.6,2398020.5,11276757.2,173799.2
397,1997,WI,116.70219141438628,5200235.0,811833.0,102.5,35.3,21.4,42.9,46.2,12093076.0,7879611.6,465966.0
398,1997,WV,165.34373733723012,1815588.0,79791.0,110.0,12.5,9.0,82.8,89.0,14292692.0,887272.4,213858.66666666666
399,1997,WY,109.53632894469028,480031.0,653260.0,58.3,8.4,5.7,40.3,44.5,16089333.333333334,2672436.6666666665,73653.33333333333
400,1998,AK,46.06917552298902,615205.0,2765.0,42.9,18.3,23.0,2.9,1.6,250720.0,25803916.666666668,600201.2
401,1998,AL,244.81854676704125,4351037.0,402633.0,133.3,34.1,18.1,71.1,81.3,15896075.0,17771326.0,489307.5
402,1998,AR,233.72273510443844,2538202.0,433739.0,60.7,22.0,14.4,25.9,24.2,9536466.0,24227934.0,161894.0
403,1998,AZ,224.5476856062465,4667277.0,483065.0,76.2,31.0,8.5,37.8,36.8,12321888.0,16967491.2,60065.0
404,1998,CA,195.01510235887656,32682794.0,1125422.0,354.9,220.8,128.1,39.4,6.3,643218.0,231426673.33333334,1900458.0
405,1998,CO,140.24830086878637,3968967.0,2430237.0,77.7,25.3,17.7,35.8,34.7,11855428.0,10921361.333333334,40944.8
406,1998,CT,163.32310748510415,3272563.0,10996.0,40.2,30.0,7.1,11.4,3.1,616484.5,7249771.333333333,4908413.333333333
407,1998,DE,198.9954337912988,744066.0,10087.0,14.9,8.3,2.2,5.5,4.4,1082651.3333333333,7447647.333333333,1734088.6666666667
408,1998,FL,283.4468528369863,14908230.0,297080.0,230.8,131.8,27.9,119.7,71.3,14780412.5,112144572.33333333,22531883.333333332
409,1998,GA,246.63454304446574,7636522.0,327303.0,157.2,64.3,20.0,70.8,73.0,20748535.333333332,15065729.2,1054393.6666666667
410,1998,HI,259.9186035399999,1190472.0,22324.0,18.7,16.9,0.1,7.8,1.7,425371.3333333333,0.0,5305164.0
411,1998,IA,158.36476610792062,2861025.0,3823242.0,77.2,24.5,12.4,34.5,40.4,8251906.8,4471702.5,113316.8
