,State,PRCP_AVG_old,SNOW_AVG_old,TAVG_AVG_old,TMAX_AVG_old,TMIN_AVG_old,PRCP_MAX_old,SNOW_MAX_old,TAVG_MAX_old,TMAX_MAX_old,TMIN_MAX_old,PRCP_MIN_old,SNOW_MIN_old,TAVG_MIN_old,TMAX_MIN_old,TMIN_MIN_old,PRCP_CNT_old,SNOW_CNT_old,PRCP_CHG_old,SNOW_CHG_old,TMAX_CHG_old,TMIN_CHG_old,TAVG_CHG_old,PRCP_AVG,SNOW_AVG,TAVG_AVG,TMAX_AVG,TMIN_AVG,PRCP_MAX,SNOW_MAX,TAVG_MAX,TMAX_MAX,TMIN_MAX,PRCP_MIN,SNOW_MIN,TAVG_MIN,TMAX_MIN,TMIN_MIN,PRCP_CHG,SNOW_CHG,TMAX_CHG,TMIN_CHG,TAVG_CHG,PRCP_CNT,SNOW_CNT,PRCP_max_yoy,SNOW_max_yoy,TMAX_max_yoy,TMIN_max_yoy,TAVG_max_yoy,TAVG_avg_yoy,TMIN_avg_yoy,TMAX_avg_yoy,PRCP_min_yoy,SNOW_min_yoy,TMAX_min_yoy,TMIN_min_yoy,TAVG_min_yoy,PRCP_CNT_yoy,SNOW_CNT_yoy,PRCP_CHG_yoy,SNOW_CHG_yoy,TMAX_CHG_yoy,TMIN_CHG_yoy,TAVG_CHG_yoy,Cluster
30,NH,33.990848708720165,5.905488951545859,79.66499100866257,131.22460721664865,11.097511837713105,935.0212766000001,424.1388888999999,286.25,344.61290319999995,212.137931,0.0,0.0,-223.75,-199.2413793,-285.46875,3261.0,1267.0,935.0212766000001,424.1388888999999,543.8542825,497.606681,510.0,33.57218594605807,5.831079246406615,112.35671807990553,136.679433720002,17.606996769262864,668.4473684,376.2048193,289.85604999148933,347.6222222,215.8571429,0.0,0.0,-161.27762466085105,-158.0909091,-277.6923077,668.4473684,376.2048193,505.7131313,493.5494506,451.13367465234046,3305.0,1275.0,-266.5739082000001,-47.93406959999993,3.009319000000062,3.719211900000005,-33.82083897234042,0.9359313954235938,6.509484931549759,5.45482650335336,0.0,0.0,41.1504702,7.776442299999985,-14.315347145744688,44.0,8.0,-266.5739082000001,-47.93406959999993,-38.14115119999997,-4.05723039999998,-19.505491826595744,3
31,NJ,34.2122761030963,1.823337324205857,112.47233120807539,173.32381589378596,62.150031973285174,704.8709677,275.5357143,295.6,368.6486486,254.66666669999998,0.0,0.0,-155.66666669999998,-70.53333333,-178.3478261,3049.0,429.0,704.8709677,275.5357143,439.18198193,433.01449279999997,451.2666667,36.02372869660114,2.471508550536417,112.35671807990553,175.61241860126387,67.9742235997369,1623.761194,344.4468085,289.85604999148933,382.125,252.6,0.0,0.0,-161.27762466085105,-99.90476190000001,-188.952381,1623.761194,344.4468085,482.02976190000004,441.55238099999997,451.13367465234046,3068.0,426.0,918.8902262999999,68.91109419999998,13.476351399999999,-2.0666666999999848,-33.82083897234042,0.9359313954235938,5.824191626451729,2.2886027074779065,0.0,0.0,-29.371428570000006,-10.60455490000001,-14.315347145744688,19.0,-3.0,918.8902262999999,68.91109419999998,42.84777997000003,8.537888199999998,-19.505491826595744,3
32,NM,10.286066247929385,1.4150938257812757,60.992275270939274,202.09628696685112,42.762904792806474,193.64848480000003,124.81673310000001,201.0454545,493.9,416.2278481,0.0,0.0,-135.375,-24.27152318,-180.4041096,3456.0,1099.0,193.64848480000003,124.81673310000001,518.17152318,596.6319577,336.4204545,10.305070225294596,1.4043530977913474,61.861934245411014,196.54251731877594,34.55915009281213,246.77074240000002,112.66799999999999,200.44,355.7131148,356.9352518,0.0,0.0,-222.04347830000003,-102.7746479,-252.020979,246.77074240000002,112.66799999999999,458.4877627,608.9562308,422.4834783,3398.0,1016.0,53.12225759999998,-12.148733100000015,-138.18688519999995,-59.292596300000014,-0.6054545000000076,0.86965897447174,-8.203754699994342,-5.553769648075189,0.0,0.0,-78.50312472,-71.61686940000001,-86.66847830000003,-58.0,-83.0,53.12225759999998,-12.148733100000015,-59.68376047999999,12.324273099999914,86.0630238,1
33,NV,8.680330303656701,1.586460856103751,84.59562237006125,175.7326975450025,24.577197547750398,185.1268657,86.3490566,274.5492958,379.9256757,190.7435897,0.0,0.0,-147.28571430000002,-63.21678322,-199.23611110000002,3088.0,1095.0,185.1268657,86.3490566,443.14245892,389.97970080000005,421.8350101,10.248464170602432,1.995294782735489,80.81746767766576,165.5743888716375,25.01350972014294,204.7628205,112.7157895,255.9775281,362.8589744,180.9487179,0.0,0.0,-161.71428569999998,-78.62420382,-200.6265823,204.7628205,112.7157895,441.48317822,381.5753002,417.6918138,3232.0,1024.0,19.635954800000007,26.366732900000002,-17.066701299999977,-9.79487180000001,-18.57176769999998,-3.778154692395489,0.43631217239254383,-10.158308673365013,0.0,0.0,-15.407420600000002,-1.390471199999979,-14.428571399999953,144.0,-71.0,19.635954800000007,26.366732900000002,-1.6592807000000107,-8.40440060000003,-4.1431963,0
34,NY,31.16536949186322,5.496999224496305,89.99455293247536,140.67302881254395,31.893924721267123,455.52150539999997,198.7984496,290.5,347.1836735,234.1914894,0.0,-0.1,-188.3846154,-149.372549,-240.2843137,3585.0,1441.0,455.52150539999997,198.8984496,496.5562225,474.4758031,478.88461540000003,32.01437167919384,6.08248406025082,95.59559145672382,142.59063527570783,33.895973557031155,715.950495,358.1601563,295.6666667,353.295082,219.58196719999998,0.0,0.0,-197.2,-149.74074069999998,-261.9454545,715.950495,358.1601563,503.0358226999999,481.5274217,492.8666667,3600.0,1412.0,260.4289896000001,159.36170669999998,6.111408499999982,-14.609522200000015,5.1666667000000075,5.601038524248466,2.0020488357640325,1.917606463163878,0.0,0.1,-0.3681916999999828,-21.66114079999997,-8.815384599999987,15.0,-29.0,260.4289896000001,159.2617067,6.479600199999936,7.051618599999983,13.982051299999966,3
35,OH,29.35689643623888,1.7173203748694217,115.57142905436287,164.62231751759327,53.22945056357273,479.5221239,126.3506494,299.5,341.954023,231.91860469999997,0.0,0.0,-167.5,-129.3139535,-245.38823530000002,3510.0,966.0,479.5221239,126.3506494,471.26797650000003,477.30683999999997,467.0,31.379200507937256,2.3984472562951797,122.6621942315609,168.25901961835163,56.84470960666627,476.64013839999996,143.0,305.5,373.98837210000005,233.3815789,0.0,0.0,-181.33333330000002,-149.2054795,-246.2272727,476.64013839999996,143.0,523.1938516,479.6088516,486.83333330000005,3542.0,925.0,-2.8819855000000416,16.649350600000005,32.03434910000004,1.4629742000000192,6.0,7.090765177198037,3.6152590430935376,3.636702100758356,0.0,0.0,-19.891526,-0.8390373999999667,-13.833333300000021,32.0,-41.0,-2.8819855000000416,16.649350600000005,51.925875099999985,2.3020116000000144,19.83333330000005,2
36,OK,24.842573906433067,0.435114801537914,162.77741554611242,225.3743106880181,90.3244100058169,616.4347826000001,87.48591549,326.4166667,417.3578947,257.4022989,0.0,0.0,-90.41666667,-56.15625,-157.2527473,3111.0,377.0,616.4347826000001,87.48591549,473.5141447,414.6550462,416.83333337,25.84855333269555,0.5595221041139099,163.58274005096928,228.62756206230804,93.90849269979772,648.7138643,120.7176471,356.3333333,432.5213675,263.35200000000003,0.0,0.0,-108.25,-86.76785714,-216.0444444,648.7138643,120.7176471,519.28922464,479.39644440000006,464.5833333,3094.0,295.0,32.27908169999989,33.23173161,15.163472800000022,5.949701100000027,29.916666599999985,0.8053245048568556,3.584082693980818,3.253251374289931,0.0,0.0,-30.611607140000004,-58.79169709999999,-17.833333330000002,-17.0,-82.0,32.27908169999989,33.23173161,45.77507994000007,64.74139820000005,47.74999993,2
37,OR,26.092240504900087,1.2527490478713363,75.70343449814155,150.68737272214767,26.261735777334763,400.281106,63.12158055,255.875,357.1807229,181.5592105,0.0,0.0,-142.32105259999997,-60.90153846,-170.8184615,3555.0,1254.0,400.281106,63.12158055,418.08226135999996,352.377672,398.1960526,31.469361573570126,1.6532799600884458,76.81787265173925,148.07624394890476,32.95453403117058,478.54130430000004,113.6340426,249.98930479999999,346.527027,170.8019802,0.0,0.0,-134.97206699999998,-66.84280936,-184.52333330000002,478.54130430000004,113.6340426,413.36983635999997,355.3253135,384.96137179999994,3599.0,1226.0,78.26019830000001,50.51246205,-10.653695900000002,-10.757230300000003,-5.885695200000015,1.1144381535977033,6.692798253835818,-2.6111287732429105,0.0,0.0,-5.941270900000006,-13.704871800000006,7.348985599999992,44.0,-28.0,78.26019830000001,50.51246205,-4.712424999999996,2.9476414999999747,-13.234680800000035,0
38,PA,31.840776648828633,2.853740356929103,95.16680565230443,157.6126365893092,43.00778741676154,965.1538462000001,264.94117650000004,283.9166667,348.9340659,225.9368421,0.0,0.0,-192.5,-112.0947368,-225.5368421,3525.0,1129.0,965.1538462000001,264.94117650000004,461.0288027,451.4736842,476.4166667,34.60804651989729,3.106676542855972,95.19989047100547,159.54061290673914,46.070918729037814,845.906015,241.0678733,285.5,368.1333333,223.82075469999998,0.0,0.0,-199.33333330000002,-126.81372549999999,-236.12,845.906015,241.0678733,494.9470588,459.94075469999996,484.83333330000005,3558.0,1116.0,-119.24783120000006,-23.873303200000038,19.199267399999997,-2.1160874000000263,1.5833332999999925,0.03308481870104174,3.063131312276276,1.9279763174299376,0.0,0.0,-14.718988699999983,-10.583157900000003,-6.833333300000021,33.0,-13.0,-119.24783120000006,-23.873303200000038,33.91825609999995,8.467070499999977,8.416666600000042,2
39,RI,35.24364789427057,2.600572470075076,102.09996350102642,154.97683638991333,54.73650880564601,1130.4,411.3333333,281.0,356.8,234.0,0.0,0.0,-168.66666669999998,-104.6,-211.2,2179.0,311.0,1130.4,411.3333333,461.4,445.2,449.66666669999995,35.134188479770486,3.0204127567497263,108.55940594059406,161.43746023060365,58.593166823386944,1150.642857,427.9,278.0,373.4,233.5,0.0,0.0,-163.0,-97.14285714,-225.5,1150.642857,427.9,470.54285713999997,459.0,441.0,2401.0,362.0,20.242856999999958,16.566666699999985,16.599999999999966,-0.5,-3.0,6.459442439567638,3.8566580177409335,6.460623840690317,0.0,0.0,7.4571428599999905,-14.300000000000011,5.666666699999979,222.0,51.0,20.242856999999958,16.566666699999985,9.14285713999999,13.800000000000011,-8.66666669999995,3
40,SC,32.46275698324555,0.08440736870134136,172.59929651219434,233.82167820053004,105.26288135109058,709.5990783,44.18461538,489.66666669999995,393.9850746,247.3283582,0.0,0.0,-44.375,7.349206349,-112.9375,3163.0,74.0,709.5990783,44.18461538,386.63586825100003,360.2658582,534.0416667,36.910204065423876,0.1946520664446879,178.6204180358007,235.77604052572093,110.10827788298617,1122.964392,84.80379747,311.5,392.5882353,240.7777778,0.0,0.0,-62.4,1.3529411759999999,-118.2876712,1122.964392,84.80379747,391.235294124,359.065449,373.9,3398.0,79.0,413.3653137000001,40.61918209000001,-1.3968393000000106,-6.550580400000001,-178.16666669999995,6.021121523606354,4.845396531895588,1.9543623251908855,0.0,0.0,-5.996265173,-5.3501712000000055,-18.025,235.0,5.0,413.3653137000001,40.61918209000001,4.599425872999973,-1.2004092000000242,-160.14166669999997,2
41,SD,14.826334275090325,2.8436412392006605,71.70504358886997,146.54398061986566,11.076564286975643,339.3099042,130.5105263,291.70588239999995,408.11627910000004,217.81395350000003,0.0,0.0,-258.0,-199.5873016,-297.1384615,3314.0,1447.0,339.3099042,130.5105263,607.7035807,514.952415,549.7058824,18.358560547979483,3.5986916452469906,68.68093021427049,141.08289200245935,10.376859958065715,387.45535710000007,158.74444440000002,274.1666667,376.6086957,233.075,0.0,0.0,-252.5,-213.0970874,-309.71153849999996,387.45535710000007,158.74444440000002,589.7057831,542.7865385,526.6666667,3368.0,1415.0,48.145452900000066,28.23391810000001,-31.507583400000044,15.261046499999964,-17.539215699999943,-3.02411337459948,-0.6997043289099274,-5.461088617406318,0.0,0.0,-13.509785800000003,-12.573076999999955,5.5,54.0,-32.0,48.145452900000066,28.23391810000001,-17.997797600000013,27.834123500000032,-23.0392157,0
42,TN,37.50683575712585,0.30481791666000546,143.06798957952657,206.7564252275034,82.50516945121278,710.9326316,58.59106529,297.1538462,386.24812030000004,223.8074074,0.0,0.0,-120.7142857,-72.25203252,-173.733871,3428.0,466.0,710.9326316,58.59106529,458.50015282000004,397.5412784,417.8681319,42.27729637964862,0.4683877202593108,148.1473177997341,208.81628861888709,86.32825143556154,960.9977011,90.23893805,309.5454545,397.3333333,233.7230769,0.0,0.0,-123.66666670000001,-88.07874016,-183.38582680000002,960.9977011,90.23893805,485.41207346,417.10890370000004,433.2121212,3499.0,474.0,250.06506949999994,31.64787276,11.085212999999953,9.915669500000007,12.39160830000003,5.079328220207543,3.823081984348761,2.0598633913836863,0.0,0.0,-15.826707639999995,-9.651955800000025,-2.9523810000000026,71.0,8.0,250.06506949999994,31.64787276,26.91192063999995,19.56762530000003,15.343989300000032,2
43,TX,23.084537615622835,0.11312435951026564,192.01962506148513,256.43279962654816,122.74862349257488,342.1364829,16.8,320.1764706,408.83746560000003,242.00789469999998,0.0,0.0,-29.03571429,10.48184019,-76.79283887,3611.0,433.0,342.1364829,16.8,398.35562541,318.80073357,349.21218489,25.470838188448845,0.22040928424972614,195.28062365294178,258.6151744689236,123.63621546570712,617.3426676,29.922330100000003,324.96078430000006,401.3333333,252.94132030000003,0.0,0.0,-62.58,-41.38888889,-104.8790932,617.3426676,29.922330100000003,442.72222218999997,357.82041350000003,387.54078430000004,3607.0,384.0,275.20618470000005,13.122330100000003,-7.5041323000000375,10.93342560000005,4.784313700000041,3.260998591456655,0.8875919731322455,2.1823748423754523,0.0,0.0,-51.87072908,-28.086254330000003,-33.54428571,-4.0,-49.0,275.20618470000005,13.122330100000003,44.36659677999995,39.01967993000005,38.32859941000004,2
44,UT,13.71239034962445,3.4403533389405965,48.15465503594194,149.63911215774914,6.27957738748152,320.2088889,115.56410259999998,229.2525253,361.1066667,164.875,0.0,0.0,-185.17142859999998,-94.42477876,-226.86725660000002,3473.0,1494.0,320.2088889,115.56410259999998,455.53144546,391.7422566,414.4239539,14.491743627202876,3.4981960714896023,52.26370354774584,145.23263440992122,9.51051851688391,273.4404332,94.59868421,205.0136986,332.20329669999995,161.58241759999999,0.0,0.0,-207.25547450000002,-122.05833329999999,-251.55230130000004,273.4404332,94.59868421,454.26162999999997,413.13471890000005,412.2691731,3434.0,1399.0,-46.768455700000004,-20.965418389999982,-28.903370000000052,-3.292582400000015,-24.238826700000004,4.109048511803898,3.230941129402389,-4.406477747827921,0.0,0.0,-27.63355453999999,-24.68504470000002,-22.084045900000035,-39.0,-95.0,-46.768455700000004,-20.965418389999982,-1.269815460000018,21.392462300000034,-2.154780800000026,0
45,VA,30.959801819533524,0.9540227839082932,134.6033702957871,192.96961147680625,68.87742182533917,588.0769231,226.0465116,294.57142860000005,360.9183673,224.14736839999998,0.0,0.0,-107.2857143,-51.74747475,-169.18181819999998,3381.0,654.0,588.0769231,226.0465116,412.66584205,393.32918659999996,401.85714290000004,34.03115245941898,1.361125643549837,136.74325679309462,195.3052508970336,75.14093405380859,596.3881279,238.2311558,296.57142860000005,367.1770833,227.4954128,0.0,0.0,-121.8,-79.98863636,-187.48863640000002,596.3881279,238.2311558,447.16571966,414.9840492,418.37142860000006,3480.0,627.0,8.311204799999928,12.184644200000008,6.258715999999993,3.3480444000000205,2.0,2.139886497307515,6.263512228469423,2.335639420227352,0.0,0.0,-28.24116161,-18.306818200000038,-14.514285700000002,99.0,-27.0,8.311204799999928,12.184644200000008,34.49987761,21.654862600000058,16.514285700000016,2
46,VT,32.9960864391302,7.416200473791963,67.83424615138875,122.06729578009818,4.510136041247464,434.2051282,430.89189189999996,280.0,331.0,220.45161290000001,0.0,0.0,-258.2,-222.5806452,-307.5806452,3299.0,1298.0,434.2051282,430.89189189999996,553.5806451999999,528.0322581,538.2,33.47812237288964,7.389336775562166,73.41438418701452,124.03533916127432,7.398488623242616,1042.141176,440.92682930000007,280.75,334.0930233,215.2580645,0.0,0.0,-234.75,-184.1290323,-308.3913043,1042.141176,440.92682930000007,518.2220556,523.6493688,515.5,3334.0,1342.0,607.9360478000001,10.034937400000103,3.093023300000027,-5.193548400000026,0.75,5.580138035625765,2.888352581995152,1.9680433811761446,0.0,0.0,38.451612899999986,-0.8106591000000094,23.44999999999999,35.0,44.0,607.9360478000001,10.034937400000103,-35.35858959999996,-4.382889299999988,-22.700000000000045,3
47,WA,33.12387764738206,2.187187149775528,60.271682342090564,134.4965718130194,31.328565031717257,775.2685713999999,103.8787879,495.6067416,345.2864583,291.10256410000005,0.0,0.0,-153.65476189999998,-98.94972067,-178.88826819999997,3606.0,1443.0,775.2685713999999,103.8787879,444.23617896999997,469.9908323,649.2615035,33.26719775522595,2.943379912839263,60.673165232501745,130.43293941454507,34.740149258569794,412.52487560000003,127.86757990000001,353.70329669999995,329.70588239999995,188.1621622,0.0,0.0,-151.89010990000003,-80.28494624,-170.4814815,412.52487560000003,127.86757990000001,409.99082863999996,358.6436437,505.5934066,3605.0,1449.0,-362.7436957999999,23.988792000000004,-15.580575900000042,-102.94040190000004,-141.90344490000007,0.4014828904111809,3.4115842268525363,-4.0636323984743115,0.0,0.0,18.66477443000001,8.40678669999997,1.7646519999999555,-1.0,6.0,-362.7436957999999,23.988792000000004,-34.24535033000001,-111.34718860000004,-143.66809690000002,0
48,WI,23.318841397484796,3.751874657402417,67.87395395372835,126.66263671332548,13.831045269086502,431.82083330000006,213.88842979999998,289.8,351.6387097,225.40384619999998,0.0,0.0,-260.4,-194.84375,-311.30379750000003,3474.0,1435.0,431.82083330000006,213.88842979999998,546.4824596999999,536.7076437000001,550.2,26.967522745867445,3.873354315942226,67.09678258449283,125.54660931432109,16.797610166149212,476.6487455,155.4957265,287.0,357.26829269999996,223.63125,0.0,0.0,-283.5,-231.5774648,-344.2957746,476.6487455,155.4957265,588.8457575,567.9270246,570.5,3460.0,1388.0,44.82791219999996,-58.392703299999994,5.629582999999968,-1.772596199999981,-2.8000000000000114,-0.7771713692355178,2.9665648970627103,-1.1160273990043947,0.0,0.0,-36.7337148,-32.991977099999986,-23.100000000000023,-14.0,-47.0,44.82791219999996,-58.392703299999994,42.363297800000055,31.21938089999992,20.299999999999955,0
49,WV,33.26185073649194,2.5115668754185543,111.42367387952893,174.88387963649166,50.411031916006124,501.44705880000004,231.8588235,278.0,341.89189189999996,209.0,0.0,0.0,-178.0,-106.875,-211.2028986,3397.0,945.0,501.44705880000004,231.8588235,448.76689189999996,420.2028986,456.0,34.733855910934246,2.923735955388828,111.29134295227524,176.8208790407206,54.378199489263,489.75728160000006,352.8461538,269.0,361.9253731,214.08196719999998,0.0,0.0,-186.0,-128.296875,-237.9848485,489.75728160000006,352.8461538,490.2222481,452.0668157,455.0,3412.0,813.0,-11.68977719999998,120.98733030000002,20.03348120000004,5.08196719999998,-9.0,-0.13233092725369033,3.967167573256873,1.936999404228942,0.0,0.0,-21.421875,-26.7819499,-8.0,15.0,-132.0,-11.68977719999998,120.98733030000002,41.45535620000004,31.86391709999998,-1.0,3
50,WY,12.745344331665972,3.8982582653991305,29.156749470773573,118.95527272552064,-22.563192742570493,192.6615854,96.23857868,415.7835052,336.5625,247.80412369999996,0.0,0.0,-222.95652169999997,-167.5307263,-291.4974874,3641.0,1932.0,192.6615854,96.23857868,504.09322629999997,539.3016111,638.7400269,14.186842567801754,4.99994150772098,30.65238420495152,117.87868717152064,-20.20026739391375,215.65667569999997,123.97787609999999,195.6237624,312.8075117,206.1893204,0.0,0.0,-259.505618,-166.5532995,-311.135,215.65667569999997,123.97787609999999,479.36081120000006,517.3243204,455.12938040000006,3646.0,1932.0,22.99509029999996,27.739297419999986,-23.75498829999998,-41.61480329999995,-220.15974279999998,1.4956347341779477,2.3629253486567414,-1.0765855540000047,0.0,0.0,0.9774267999999893,-19.63751259999998,-36.54909630000006,5.0,0.0,22.99509029999996,27.739297419999986,-24.732415099999912,-21.977290699999912,-183.61064649999992,0
